Player,Nation,Pos,Squad,Comp,Age,Min,MP,Gls,Ast,G+A,G-PK,PK,xG,xAG,npxG,npxG+xAG,PrgC,PrgP,PrgR,Gls/90,Ast/90,xG/90,CrdY,CrdR,over_xG,cluster,cluster_label,market_value_eur_M,GA_pred_lr,GA_pred_rf,xG_diff
Phil Pérez 939,ARG,DF,Lille,Ligue 1,32,444,6,1,1,2,1,0,0.41,0.39,0.41,0.8,70,66,23,0.2,0.2,0.08,4,0,1,2,Defensor Ofensivo,14.4,6.53,2.94,0.59
Harry Smith 940,ESP,MF,Lille,Ligue 1,19,1001,21,5,7,12,5,0,1.17,1.63,1.17,2.8,139,101,73,0.45,0.63,0.11,4,0,1,0,Delantero Goleador,97.1,10.6,12.44,3.83
Son López 941,SEN,MF,Lille,Ligue 1,27,502,10,6,3,9,6,0,6.81,5.4,6.81,12.21,136,233,147,1.08,0.54,1.22,2,0,0,1,Mediocampista Creativo,119.9,12.81,8.14,-0.81
Bruno Wagner 942,ITA,MF,Lille,Ligue 1,23,1656,23,4,5,9,4,0,0.81,3.35,0.81,4.16,42,85,109,0.22,0.27,0.04,4,0,1,2,Defensor Ofensivo,49.1,6.0,7.29,3.19
Robert Fernández 944,BEL,MF,Lille,Ligue 1,29,1082,30,1,9,10,1,0,2.13,3.38,2.13,5.51,133,83,63,0.08,0.75,0.18,4,0,0,0,Delantero Goleador,50.5,10.81,11.02,-1.13
Luca Becker 945,SEN,FW,Lille,Ligue 1,26,1248,18,18,4,22,18,0,14.71,10.03,14.71,24.74,48,118,200,1.3,0.29,1.06,2,0,1,0,Delantero Goleador,200.0,11.19,18.8,3.29
Marco Müller 946,NED,FW,Lille,Ligue 1,32,888,20,14,4,18,13,1,26.59,0.02,25.83,25.85,195,60,125,1.42,0.41,2.69,1,0,0,0,Delantero Goleador,200.0,20.22,16.43,-12.59
James Martinez 947,POL,DF,Lille,Ligue 1,25,1078,33,1,3,4,1,0,0.56,0.15,0.56,0.71,21,125,71,0.08,0.25,0.05,6,0,1,2,Defensor Ofensivo,13.4,4.37,3.67,0.44
Carlos Fischer 948,ENG,MF,Lille,Ligue 1,27,564,14,5,5,10,5,0,2.76,1.19,2.76,3.95,97,292,108,0.8,0.8,0.44,5,0,1,1,Mediocampista Creativo,93.1,9.25,9.99,2.24
Luis Rossi 949,COL,MF,Lille,Ligue 1,33,572,13,1,5,6,1,0,22.24,0.02,22.24,22.26,147,227,111,0.16,0.79,3.5,5,0,0,1,Mediocampista Creativo,46.4,16.92,6.93,-21.24
Antoine Rodríguez 950,BRA,DF,Lille,Ligue 1,28,1965,27,3,4,7,3,0,1.71,0.63,1.71,2.34,70,115,62,0.14,0.18,0.08,3,0,1,2,Defensor Ofensivo,19.9,7.41,6.21,1.29
Kai Schneider 951,MAR,DF,Lille,Ligue 1,21,998,22,1,0,1,1,0,1.03,4.81,1.03,5.84,56,112,53,0.09,0.0,0.09,1,0,0,2,Defensor Ofensivo,23.6,6.89,2.99,-0.03
Jude Dupont 952,CRO,DF,Lille,Ligue 1,19,416,8,0,1,1,0,0,1.03,5.5,1.03,6.53,76,112,66,0.0,0.22,0.22,0,0,0,2,Defensor Ofensivo,21.8,7.86,2.39,-1.03
Vinicius Hernández 953,FRA,MF,Nice,Ligue 1,25,572,18,6,8,14,6,0,3.15,15.05,3.15,18.2,148,155,122,0.94,1.26,0.5,7,0,1,1,Mediocampista Creativo,149.9,13.62,12.37,2.85
Erling Meyer 954,BRA,FW,Nice,Ligue 1,25,302,7,13,6,19,12,1,7.79,10.83,7.03,17.86,130,45,190,3.87,1.79,2.32,1,0,1,0,Delantero Goleador,199.9,13.07,17.04,5.21
Kylian Silva 955,ITA,MF,Nice,Ligue 1,20,720,18,6,5,11,6,0,3.29,0.74,3.29,4.03,87,212,109,0.75,0.62,0.41,5,0,1,1,Mediocampista Creativo,99.6,8.67,10.1,2.71
Pedri González 956,GER,MF,Nice,Ligue 1,33,352,11,3,5,8,3,0,1.8,2.62,1.8,4.42,116,56,155,0.77,1.28,0.46,8,0,1,0,Delantero Goleador,42.6,9.51,9.61,1.2
Gavi Weber 957,NGR,FW,Nice,Ligue 1,27,668,16,12,3,15,11,1,7.64,2.88,6.88,9.76,51,66,85,1.62,0.4,1.03,1,0,1,0,Delantero Goleador,123.3,8.03,14.79,4.36
Trent Pérez 959,COL,FW,Nice,Ligue 1,24,1580,20,7,9,16,7,0,1.19,7.44,1.19,8.63,108,77,201,0.4,0.51,0.07,1,0,1,0,Delantero Goleador,89.5,9.99,13.88,5.81
Phil Smith 960,CRO,DF,Nice,Ligue 1,30,843,27,0,3,3,0,0,0.22,0.69,0.22,0.91,21,51,56,0.0,0.32,0.02,3,0,0,2,Defensor Ofensivo,27.1,4.11,3.19,-0.22
Harry López 961,MAR,DF,Nice,Ligue 1,21,1191,31,1,1,2,1,0,2.5,3.21,2.5,5.71,71,98,56,0.08,0.08,0.19,3,0,0,2,Defensor Ofensivo,17.7,7.84,4.65,-1.5
Bruno Garcia 963,MAR,MF,Nice,Ligue 1,31,734,12,6,7,13,6,0,1.47,1.18,1.47,2.65,78,53,129,0.74,0.86,0.18,3,0,1,0,Delantero Goleador,57.6,7.38,9.1,4.53
Kevin Fernández 964,POL,FW,Nice,Ligue 1,26,686,21,7,2,9,6,1,6.22,3.17,5.46,8.63,77,64,164,0.92,0.26,0.82,3,0,1,2,Defensor Ofensivo,60.3,8.98,9.66,0.78
Robert Becker 965,MAR,FW,Nice,Ligue 1,24,736,26,11,5,16,11,0,0.34,6.41,0.34,6.75,134,74,68,1.35,0.61,0.04,2,0,1,0,Delantero Goleador,148.6,10.69,14.52,10.66
Luca Müller 966,POR,MF,Nice,Ligue 1,29,1970,26,7,8,15,7,0,0.96,11.98,0.96,12.94,81,188,47,0.32,0.37,0.04,2,0,1,1,Mediocampista Creativo,112.4,9.6,13.52,6.04
Marco Martinez 967,GER,FW,Nice,Ligue 1,28,664,16,18,7,25,18,0,22.57,17.68,22.57,40.25,158,26,131,2.44,0.95,3.06,2,1,0,0,Delantero Goleador,200.0,19.69,21.89,-4.57
James Fischer 968,BRA,DF,Nice,Ligue 1,28,213,5,1,3,4,1,0,4.62,0.22,4.62,4.84,45,143,18,0.42,1.27,1.95,1,0,0,2,Defensor Ofensivo,14.3,6.57,5.91,-3.62
Carlos Rossi 969,POR,MF,Nice,Ligue 1,23,872,30,6,5,11,6,0,1.49,3.55,1.49,5.04,146,133,152,0.62,0.52,0.15,1,0,1,0,Delantero Goleador,107.1,11.38,10.9,4.51
Luis Rodríguez 970,GER,MF,Nice,Ligue 1,24,805,14,5,3,8,5,0,5.53,0.9,5.53,6.43,122,90,126,0.56,0.34,0.62,2,0,0,0,Delantero Goleador,61.1,10.8,9.27,-0.53
Antoine Schneider 971,ENG,FW,Nice,Ligue 1,26,599,20,8,4,12,7,1,12.39,7.43,11.63,19.06,51,73,110,1.2,0.6,1.86,2,0,0,0,Delantero Goleador,106.9,10.04,12.94,-4.39
Kai Dupont 972,MAR,DF,Nice,Ligue 1,24,497,23,0,2,2,0,0,1.16,8.16,1.16,9.32,51,35,31,0.0,0.36,0.21,1,0,0,2,Defensor Ofensivo,9.7,6.86,3.73,-1.16
Jude Hernández 973,ESP,MF,Nice,Ligue 1,28,859,18,2,3,5,2,0,3.52,1.39,3.52,4.91,99,198,156,0.21,0.31,0.37,1,0,0,1,Mediocampista Creativo,73.6,9.43,6.1,-1.52
Vinicius Meyer 974,ENG,DF,Nice,Ligue 1,22,527,31,0,5,5,0,0,0.39,0.06,0.39,0.45,57,86,34,0.0,0.85,0.07,2,0,0,2,Defensor Ofensivo,42.2,5.89,4.38,-0.39
Erling Silva 975,ARG,FW,Nice,Ligue 1,26,504,12,8,6,14,5,3,16.75,4.66,14.47,19.13,131,59,127,1.43,1.07,2.99,2,0,0,0,Delantero Goleador,97.1,14.82,13.99,-8.75
Gavi Santos 978,ARG,DF,Rennes,Ligue 1,23,1869,28,1,1,2,1,0,3.22,0.93,3.22,4.15,43,95,25,0.05,0.05,0.16,3,0,0,2,Defensor Ofensivo,21.2,6.45,4.35,-2.22
Bukayo Pérez 979,NGR,FW,Rennes,Ligue 1,20,1288,32,6,3,9,6,0,5.11,6.24,5.11,11.35,178,30,204,0.42,0.21,0.36,1,0,1,0,Delantero Goleador,68.0,14.24,10.68,0.89
Trent Smith 980,SEN,DF,Rennes,Ligue 1,18,332,5,2,2,4,2,0,1.95,1.44,1.95,3.39,40,146,39,0.54,0.54,0.53,1,0,1,2,Defensor Ofensivo,20.7,5.78,3.81,0.05
Phil López 981,COL,MF,Rennes,Ligue 1,22,309,8,4,3,7,4,0,4.32,3.95,4.32,8.27,38,92,43,1.17,0.87,1.26,3,0,0,2,Defensor Ofensivo,47.8,6.58,6.42,-0.32
Harry Wagner 982,BRA,MF,Rennes,Ligue 1,26,320,7,3,4,7,3,0,6.4,6.87,6.4,13.27,77,95,85,0.84,1.12,1.8,1,0,0,2,Defensor Ofensivo,41.6,9.56,8.45,-3.4
Son Garcia 983,BEL,DF,Rennes,Ligue 1,26,411,9,2,2,4,2,0,1.53,0.07,1.53,1.6,22,78,47,0.44,0.44,0.34,3,0,1,2,Defensor Ofensivo,46.7,4.41,3.79,0.47
Bruno Fernández 984,ARG,MF,Rennes,Ligue 1,21,366,13,1,4,5,1,0,5.12,10.63,5.12,15.75,131,87,143,0.25,0.98,1.26,3,0,0,2,Defensor Ofensivo,37.9,12.46,7.32,-4.12
Kevin Becker 985,POL,DF,Rennes,Ligue 1,29,555,13,0,5,5,0,0,2.2,0.15,2.2,2.35,26,22,64,0.0,0.81,0.36,4,0,0,2,Defensor Ofensivo,18.4,4.7,4.78,-2.2
Robert Müller 986,BRA,DF,Rennes,Ligue 1,22,485,11,0,0,0,0,0,0.94,1.61,0.94,2.55,42,121,20,0.0,0.0,0.17,3,0,0,2,Defensor Ofensivo,20.4,5.6,1.04,-0.94
Luca Martinez 987,BEL,DF,Rennes,Ligue 1,34,298,14,2,4,6,2,0,3.46,2.15,3.46,5.61,51,49,15,0.6,1.21,1.04,2,0,0,2,Defensor Ofensivo,35.7,6.62,6.35,-1.46
Marco Fischer 988,NED,FW,Rennes,Ligue 1,32,755,25,13,5,18,13,0,7.87,8.3,7.87,16.17,76,97,180,1.55,0.6,0.94,1,0,1,0,Delantero Goleador,200.0,10.25,16.19,5.13
James Rossi 989,ENG,FW,Rennes,Ligue 1,24,1464,27,17,6,23,14,3,2.45,3.01,0.17,3.18,136,22,210,1.05,0.37,0.15,3,0,1,0,Delantero Goleador,130.6,10.93,19.51,14.55
Carlos Rodríguez 990,MAR,MF,Rennes,Ligue 1,25,945,18,3,7,10,3,0,4.38,13.61,4.38,17.99,145,281,74,0.29,0.67,0.42,3,0,0,1,Mediocampista Creativo,69.3,14.01,9.66,-1.38
Luis Schneider 991,MAR,MF,Rennes,Ligue 1,30,1152,30,4,5,9,4,0,2.33,4.82,2.33,7.15,61,200,179,0.31,0.39,0.18,1,0,1,1,Mediocampista Creativo,33.8,7.77,9.7,1.67
Antoine Dupont 992,NED,DF,Rennes,Ligue 1,24,630,9,2,2,4,2,0,1.98,1.25,1.98,3.23,57,96,46,0.29,0.29,0.28,5,0,1,2,Defensor Ofensivo,32.7,6.56,4.25,0.02
Kai Hernández 993,POL,DF,Rennes,Ligue 1,17,1807,31,3,3,6,3,0,2.89,1.49,2.89,4.38,69,48,79,0.15,0.15,0.14,2,0,1,2,Defensor Ofensivo,18.4,7.61,7.36,0.11
Jude Meyer 994,FRA,DF,Rennes,Ligue 1,30,850,20,2,2,4,2,0,7.34,2.98,7.34,10.32,76,44,70,0.21,0.21,0.78,3,0,0,2,Defensor Ofensivo,48.2,9.2,7.28,-5.34
Vinicius Silva 995,COL,MF,Rennes,Ligue 1,25,392,8,6,9,15,6,0,0.9,2.94,0.9,3.84,44,138,77,1.38,2.07,0.21,5,0,1,1,Mediocampista Creativo,106.5,5.9,10.04,5.1
Erling González 996,POR,MF,Rennes,Ligue 1,27,631,29,7,7,14,7,0,0.07,2.41,0.07,2.48,94,115,150,1.0,1.0,0.01,1,0,1,0,Delantero Goleador,146.5,8.1,14.09,6.93
Kylian Weber 997,POL,FW,Rennes,Ligue 1,22,1469,22,6,2,8,4,2,16.38,0.54,14.86,15.4,195,98,78,0.37,0.12,1.0,0,0,0,0,Delantero Goleador,182.0,17.65,10.62,-10.38
Pedri Santos 998,BRA,MF,Rennes,Ligue 1,21,680,16,3,5,8,3,0,3.88,8.26,3.88,12.14,40,287,61,0.4,0.66,0.51,2,0,0,1,Mediocampista Creativo,51.9,7.76,8.73,-0.88
Gavi Pérez 999,ITA,DF,Rennes,Ligue 1,22,307,21,2,3,5,2,0,1.64,0.4,1.64,2.04,14,114,71,0.59,0.88,0.48,2,0,1,2,Defensor Ofensivo,42.4,4.15,4.94,0.36
Bukayo Smith 1000,BRA,DF,Lens,Ligue 1,27,1201,31,2,1,3,2,0,1.68,0.12,1.68,1.8,69,78,60,0.15,0.07,0.13,4,0,1,2,Defensor Ofensivo,25.6,7.0,3.78,0.32
Trent López 1001,ITA,MF,Lens,Ligue 1,22,649,11,3,7,10,3,0,4.29,7.27,4.29,11.56,108,171,113,0.42,0.97,0.59,3,0,0,1,Mediocampista Creativo,108.7,10.85,9.09,-1.29
Phil Wagner 1002,POR,FW,Lens,Ligue 1,28,786,18,17,4,21,17,0,14.8,0.65,14.8,15.45,62,99,129,1.95,0.46,1.69,3,0,1,0,Delantero Goleador,102.9,10.38,19.43,2.2
Harry Garcia 1003,POL,MF,Lens,Ligue 1,26,292,5,2,5,7,2,0,0.31,4.38,0.31,4.69,58,157,55,0.62,1.54,0.1,2,0,1,1,Mediocampista Creativo,72.7,6.67,7.64,1.69
Son Fernández 1004,BEL,DF,Lens,Ligue 1,17,748,13,0,1,1,0,0,1.46,0.22,1.46,1.68,42,106,78,0.0,0.12,0.18,3,0,0,2,Defensor Ofensivo,14.3,5.56,2.67,-1.46
Bruno Becker 1005,MAR,FW,Lens,Ligue 1,21,682,17,7,2,9,5,2,10.33,8.38,8.81,17.19,62,44,213,0.92,0.26,1.36,0,0,0,2,Defensor Ofensivo,144.0,10.1,11.02,-3.33
Kevin Müller 1006,BRA,DF,Lens,Ligue 1,22,827,17,1,4,5,1,0,1.48,1.09,1.48,2.57,53,144,68,0.11,0.44,0.16,2,0,0,2,Defensor Ofensivo,43.1,6.36,4.51,-0.48
Robert Martinez 1007,COL,DF,Lens,Ligue 1,17,1026,18,0,4,4,0,0,0.96,1.64,0.96,2.6,78,32,62,0.0,0.35,0.08,4,0,0,2,Defensor Ofensivo,23.4,7.32,4.87,-0.96
Luca Fischer 1008,FRA,MF,Lens,Ligue 1,26,280,6,3,3,6,3,0,0.18,11.76,0.18,11.94,84,227,76,0.96,0.96,0.06,3,0,1,1,Mediocampista Creativo,27.5,9.2,8.82,2.82
Marco Rossi 1009,NED,DF,Lens,Ligue 1,28,385,9,1,0,1,1,0,0.6,2.74,0.6,3.34,21,47,75,0.23,0.0,0.14,3,0,1,2,Defensor Ofensivo,28.7,4.41,1.86,0.4
James Rodríguez 1010,NGR,MF,Lens,Ligue 1,24,682,28,2,6,8,2,0,11.18,1.86,11.18,13.04,116,177,94,0.26,0.79,1.48,5,0,0,1,Mediocampista Creativo,73.5,12.42,8.49,-9.18
Carlos Schneider 1011,SEN,MF,Lens,Ligue 1,26,984,12,1,3,4,1,0,5.54,15.04,5.54,20.58,140,163,93,0.09,0.27,0.51,6,0,0,1,Mediocampista Creativo,76.1,14.01,6.31,-4.54
Luis Dupont 1012,COL,FW,Lens,Ligue 1,26,898,17,12,8,20,12,0,4.54,0.54,4.54,5.08,43,102,170,1.2,0.8,0.46,3,0,1,0,Delantero Goleador,200.0,6.55,15.23,7.46
Antoine Hernández 1013,SEN,FW,Lens,Ligue 1,27,976,22,17,3,20,16,1,27.19,2.01,26.43,28.44,118,78,89,1.57,0.28,2.51,0,0,0,0,Delantero Goleador,169.3,16.88,18.48,-10.19
Kai Meyer 1014,SEN,MF,Lens,Ligue 1,28,774,15,2,8,10,2,0,0.69,0.17,0.69,0.86,56,74,122,0.23,0.93,0.08,8,0,1,2,Defensor Ofensivo,63.2,5.97,7.93,1.31
Jude Silva 1015,POR,MF,Lens,Ligue 1,26,1621,26,2,8,10,2,0,5.14,1.66,5.14,6.8,114,178,40,0.11,0.44,0.29,4,1,0,1,Mediocampista Creativo,52.4,10.81,9.84,-3.14
Erling Weber 1017,COL,DF,Lens,Ligue 1,22,881,22,1,1,2,1,0,2.22,3.25,2.22,5.47,79,106,16,0.1,0.1,0.23,3,0,0,2,Defensor Ofensivo,12.9,8.11,4.26,-1.22
Kylian Santos 1018,FRA,MF,Lens,Ligue 1,25,1346,33,7,6,13,7,0,3.35,0.93,3.35,4.28,122,273,72,0.47,0.4,0.22,3,0,1,1,Mediocampista Creativo,114.0,10.77,11.96,3.65
Pedri Pérez 1019,ENG,FW,Strasbourg,Ligue 1,23,1246,26,10,0,10,10,0,2.19,5.42,2.19,7.61,100,31,149,0.72,0.0,0.16,0,0,1,0,Delantero Goleador,148.6,9.38,12.16,7.81
Gavi Smith 1020,BEL,FW,Strasbourg,Ligue 1,30,645,14,11,6,17,11,0,11.6,7.73,11.6,19.33,145,99,205,1.53,0.84,1.62,1,0,0,0,Delantero Goleador,200.0,14.66,15.3,-0.6
Phil Garcia 1023,CRO,DF,Strasbourg,Ligue 1,28,647,23,1,1,2,1,0,1.7,3.96,1.7,5.66,54,33,21,0.14,0.14,0.24,1,0,0,2,Defensor Ofensivo,19.3,6.58,3.61,-0.7
Harry Fernández 1024,ARG,MF,Strasbourg,Ligue 1,26,1116,21,7,6,13,7,0,8.0,2.52,8.0,10.52,57,286,171,0.56,0.48,0.65,4,0,0,1,Mediocampista Creativo,141.4,9.03,12.08,-1.0
Son Becker 1025,BRA,FW,Strasbourg,Ligue 1,18,1704,30,13,6,19,12,1,3.37,0.82,2.61,3.43,73,115,189,0.69,0.32,0.18,0,0,1,0,Delantero Goleador,200.0,7.99,13.15,9.63
Bruno Müller 1026,BRA,FW,Strasbourg,Ligue 1,30,1275,26,10,4,14,10,0,8.23,2.87,8.23,11.1,121,116,201,0.71,0.28,0.58,0,0,1,0,Delantero Goleador,200.0,11.98,12.66,1.77
Kevin Martinez 1027,MAR,MF,Strasbourg,Ligue 1,19,473,8,1,10,11,1,0,3.33,1.86,3.33,5.19,58,115,144,0.19,1.9,0.63,3,1,0,1,Mediocampista Creativo,48.0,7.09,10.99,-2.33
Robert Fischer 1028,ITA,MF,Strasbourg,Ligue 1,23,2011,29,4,2,6,4,0,0.52,4.22,0.52,4.74,144,229,50,0.18,0.09,0.02,1,0,1,1,Mediocampista Creativo,34.3,11.61,6.52,3.48
Luca Rossi 1029,NED,DF,Strasbourg,Ligue 1,24,1280,28,1,2,3,1,0,0.31,5.71,0.31,6.02,47,111,72,0.07,0.14,0.02,0,0,1,2,Defensor Ofensivo,29.8,6.44,3.57,0.69
Marco Rodríguez 1030,FRA,FW,Strasbourg,Ligue 1,27,202,7,14,3,17,14,0,7.95,2.25,7.95,10.2,43,78,205,6.24,1.34,3.54,1,0,1,0,Delantero Goleador,115.1,7.54,15.53,6.05
James Schneider 1031,FRA,MF,Strasbourg,Ligue 1,22,1506,30,5,6,11,5,0,2.79,1.66,2.79,4.45,107,242,64,0.3,0.36,0.17,4,0,1,1,Mediocampista Creativo,131.0,9.93,10.55,2.21
Luis Hernández 1033,NGR,MF,Strasbourg,Ligue 1,22,1188,33,3,4,7,3,0,15.0,6.8,15.0,21.8,50,191,73,0.23,0.3,1.14,2,0,0,1,Mediocampista Creativo,86.0,11.07,9.37,-12.0
Antoine Meyer 1034,ARG,FW,Strasbourg,Ligue 1,24,313,16,10,4,14,10,0,26.42,3.14,26.42,29.56,167,26,159,2.88,1.15,7.6,0,0,0,0,Delantero Goleador,200.0,19.01,15.63,-16.42
Kai Silva 1035,BEL,DF,Strasbourg,Ligue 1,25,414,8,1,4,5,1,0,0.73,0.05,0.73,0.78,17,47,24,0.22,0.87,0.16,1,0,1,2,Defensor Ofensivo,22.4,3.85,4.6,0.27
Jude González 1036,MAR,FW,Strasbourg,Ligue 1,21,893,13,10,5,15,10,0,10.93,17.13,10.93,28.06,194,51,107,1.01,0.5,1.1,0,0,0,0,Delantero Goleador,77.5,18.25,15.17,-0.93
Vinicius Weber 1037,SEN,DF,Strasbourg,Ligue 1,29,1320,33,0,4,4,0,0,0.07,2.92,0.07,2.99,76,114,33,0.0,0.27,0.0,6,0,0,2,Defensor Ofensivo,11.6,7.43,4.41,-0.07
Erling Santos 1038,COL,MF,Strasbourg,Ligue 1,28,427,16,4,6,10,4,0,1.47,5.28,1.47,6.75,47,116,142,0.84,1.26,0.31,2,0,1,1,Mediocampista Creativo,92.4,6.51,9.1,2.53
Kylian Pérez 1039,POR,DF,Nantes,Ligue 1,29,352,7,0,3,3,0,0,2.36,0.11,2.36,2.47,35,73,22,0.0,0.77,0.6,3,0,0,2,Defensor Ofensivo,35.2,5.27,3.7,-2.36
Pedri Smith 1040,BEL,FW,Nantes,Ligue 1,32,1566,21,9,5,14,9,0,7.68,2.1,7.68,9.78,69,76,92,0.52,0.29,0.44,0,0,1,0,Delantero Goleador,98.3,9.07,13.83,1.32
Gavi López 1041,GER,FW,Nantes,Ligue 1,23,1302,32,9,4,13,9,0,14.84,7.36,14.84,22.2,112,49,163,0.62,0.28,1.03,0,0,0,0,Delantero Goleador,200.0,13.89,13.49,-5.84
Bukayo Wagner 1042,BEL,FW,Nantes,Ligue 1,21,551,14,12,5,17,11,1,9.13,3.51,8.37,11.88,194,41,175,1.96,0.82,1.49,1,1,1,0,Delantero Goleador,170.3,15.63,16.08,2.87
Trent Garcia 1043,SEN,MF,Nantes,Ligue 1,22,2015,30,4,5,9,4,0,2.66,3.91,2.66,6.57,39,235,64,0.18,0.22,0.12,2,0,1,1,Mediocampista Creativo,108.6,6.91,9.0,1.34
Phil Fernández 1044,URU,FW,Nantes,Ligue 1,25,1326,30,14,1,15,13,1,35.67,7.39,34.91,42.3,161,93,218,0.95,0.07,2.42,3,0,0,0,Delantero Goleador,200.0,22.34,14.97,-21.67
Harry Becker 1045,ITA,DF,Nantes,Ligue 1,23,712,11,1,1,2,1,0,0.85,0.06,0.85,0.91,67,84,78,0.13,0.13,0.11,2,0,1,2,Defensor Ofensivo,32.5,6.56,2.49,0.15
Son Müller 1046,COL,MF,Nantes,Ligue 1,20,311,7,8,4,12,8,0,1.87,2.75,1.87,4.62,146,50,156,2.32,1.16,0.54,2,0,1,0,Delantero Goleador,66.6,11.03,12.16,6.13
Bruno Martinez 1047,ENG,DF,Nantes,Ligue 1,25,980,23,3,1,4,3,0,3.98,1.13,3.98,5.11,56,108,69,0.28,0.09,0.37,2,0,0,2,Defensor Ofensivo,26.2,7.17,4.9,-0.98
Kevin Fischer 1048,ESP,DF,Nantes,Ligue 1,20,1425,19,1,0,1,1,0,4.0,0.12,4.0,4.12,61,145,36,0.06,0.0,0.25,3,0,0,2,Defensor Ofensivo,26.0,7.47,1.9,-3.0
Robert Rossi 1049,ESP,FW,Nantes,Ligue 1,28,1484,27,9,6,15,9,0,16.7,1.98,16.7,18.68,111,63,182,0.55,0.36,1.01,4,0,0,0,Delantero Goleador,193.9,13.65,14.93,-7.7
Luca Rodríguez 1050,NGR,DF,Nantes,Ligue 1,25,715,19,2,3,5,2,0,1.48,1.61,1.48,3.09,19,139,42,0.25,0.38,0.19,4,0,1,2,Defensor Ofensivo,15.2,4.69,4.17,0.52
Marco Schneider 1051,ESP,DF,Nantes,Ligue 1,23,1536,29,0,0,0,0,0,0.6,0.89,0.6,1.49,49,148,77,0.0,0.0,0.04,3,0,0,2,Defensor Ofensivo,23.8,6.06,1.36,-0.6
James Dupont 1052,BRA,MF,Nantes,Ligue 1,20,710,25,3,12,15,3,0,2.31,18.94,2.31,21.25,120,279,68,0.38,1.52,0.29,3,0,1,1,Mediocampista Creativo,92.2,12.89,13.21,0.69
Carlos Hernández 1053,ARG,MF,Nantes,Ligue 1,27,1564,31,4,9,13,4,0,1.75,3.93,1.75,5.68,39,256,77,0.23,0.52,0.1,4,0,1,1,Mediocampista Creativo,72.0,6.6,11.88,2.25
Luis Meyer 1054,POR,MF,Nantes,Ligue 1,23,1237,20,3,5,8,3,0,0.24,1.94,0.24,2.18,30,296,69,0.22,0.36,0.02,3,0,1,1,Mediocampista Creativo,77.0,5.45,9.11,2.76
Antoine Silva 1055,ITA,DF,Nantes,Ligue 1,22,436,11,1,1,2,1,0,1.57,1.74,1.57,3.31,39,114,15,0.21,0.21,0.32,5,0,0,2,Defensor Ofensivo,17.3,5.61,2.9,-0.57
Kai González 1056,ENG,FW,Nantes,Ligue 1,31,969,21,7,8,15,7,0,0.53,5.92,0.53,6.45,88,112,183,0.65,0.74,0.05,1,0,1,0,Delantero Goleador,200.0,8.51,14.57,6.47
